col_no,pos_fr_rd,treatment,time_point,date,action,reorg_or_removed_box,numerical_trt,gross_wt_lbs,bip_style_fob,hobo_no,hobo_sensor_status_30_Sep,logger_connection_issue,end_of_file_issue,rh_sensor_propolis,water_amt_0-3,oct1_feeder_type,cups_fed,aec_towel_perc_remaining,time,q_status,q_event,brd_pattern,remove,notes,col_hist,location_on_9-19,date_brd_inspection_wax_virus,date_brd_exam,viral_sample_tf,wax_sample_tf,alc_sample_tf,alc_jar_no,mites_recov_3_washes,extra_mites_by_2-clear_rinses,mites_recov_total,gm_wt_100_bees,gm_wt_total_bee_sample,est_bee_num_by_wt,perc_phoretic_mites_by_weight,date_brd_pattern_assessed,disorders,dr_brood_exam_tf,dr_infested_num,dr_exhumed_num,wk_brood_exam_tf,infested_in_first_200_cells_num,extra_wk_infested_num,extra_wk_exhumed_num,dwv_num_sides_obs,dwv_tf,cdb_num_sides_obs,prev_bees_tot_sides,prev_cap_brd_tot_sides,prev_dr_capbrd_tot_sides,prev_honey_tot_sides,prev_pollen_tot_sides,prev_wk_capbrd_tot_sides,cap_brd_tot_sides_rm,dr_capbrd_tot_sides_rm,honey_tot_sides_removed,pollen_tot_sides_removed,bees_tot_sides,cap_brd_tot_sides,dr_capbrd_tot_sides,honey_tot_sides,pollen_tot_sides,wk_capbrd_tot_sides,est_sides_brood_incl_open,est_sides_used_space,est_sides_free_space,9.23_honey_addition_sides,9.23_pollen_addition_sides,bees_num,dr_capbrd_cells_num,revised_honey_tot_sides,revised_pollen_tot_sides,wrk_capbrd_cells_num,phoretic_mites_num_estimate,dr_cells_infested_estimate,wk_cells_infested_estimate,mites_total_estimate,sides_honey_short_of_9,lbs_to_feed,gallons_to_feed_total_wrong_estimate,gals_fed_round_1,lbs_fed_round_1,sides_added_round_1,new_sides_total,sides_honey_short_of_12,lbs_per_side,lbs_to_feed_round_2,gals_to_feed_round_2
C8,44,Apiguard_Api,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,,10:36,QS-P,,1.5,1,"Also saw another queen QS-MP. This one looked terrible, very small. We were going to kill her but she escaped. SHB larvae in bottom box.",,,,16-Oct,,,,,2,0,2,,,300,0.7,,,,,,,15,,,,,,,,,,,,,,,,1.3,0.45,0,1.95,1.95,0.45,0.8,4.7,29.3,,,1579.50,0.00,1.95,1.95,1504.80,10.53,,112.86,123.39,,,,,,,,,,,
C2,45,AEC,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,100,10:41,QS-P,,3.5,,,,,,16-Oct,,,,,0,NA,0,,,300,0.0,,,,,,,5,,,,,,,,,,,,,,,,8.3,1.925,0,15.1,1.55,1.925,3.4,20.0,14.0,,,10084.50,0.00,15.10,1.55,6437.20,0.00,,160.93,160.93,,,,,,,,,,,
N51,46,AEC,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,100,10:51,QS-B,,3.5,,Heavy,,,,16-Oct,,,,,2,0,2,,,300,0.7,,,,,,,4,,,,,,,,,,,,,,,,14.25,2.5,0,13.25,1.575,2.5,4.4,19.2,14.8,,,17313.75,0.00,13.25,1.58,8360.00,115.43,,167.20,282.63,,,,,,,,,,,
C15,47,Apivar,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,,10:57,QS-P,,1.5,2,Extremely weak,,,,16-Oct,,,,,20,NA,20,,,300,6.7,,,,,,,46,,,,,,,,,,,,,,,,2.875,1.45,0,2.6,1.6,1.45,2.5,6.7,27.3,,,3493.13,0.00,2.60,1.60,4848.80,232.88,,1115.22,1348.10,,,,,,,,,,,
All,,,,16-Oct,Brood exam - data entered in rows for 14-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D13,13,Apiguard_Api,18,20-Oct,Remove from trial (move away from Richland),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C6,33,Apiguard_Api,18,20-Oct,Remove from trial (move away from Richland),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N22,39,Apivar,18,20-Oct,Remove from trial (move away from Richland),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C8,44,Apiguard_Api,18,20-Oct,Remove from trial (move away from Richland),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,NA,NA,19,21-Oct,Remove bb closures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,1,Apiguard_Api,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,,,,,,,,,,,,QS-P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D20,2,Apivar,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,2.5,,,,,,,,,,,QR,,,,Tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D15,3,AEC,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,,,,,,,,,,,,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D16,4,AEC,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,,,,,,,,,,,,QS-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D5,5,Apivar,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,,,,,,,,,,,,QS-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D6,6,Apiguard_Api,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,,,,,,,,,,,,QS-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,7,Apivar,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,,,,,,,,,,,,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D7,8,Apivar,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,,,,,,,,,,,,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D8,9,Apivar,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,,,,,,,,,,,,QL,,,,~10 emergency cells with old queen larvae. Youngest worker brood: 5th instar larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RC1,10,Apivar,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,,,,,,,,,,,,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D11,11,Apivar,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,,,,,,,,,,,,QS-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D25,12,Apivar,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,,,,,,,,,,,,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N5,14,AEC,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,,,,,,,,,,,,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N68,15,AEC,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,,,,,,,,,,,,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3,16,Apiguard_Api,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,2.5,,,,,,,,,,,QS-P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,Apiguard_Api,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,,,,,,,,,,,,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D17,18,Apiguard_Api,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,,,,,,,,,,,,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D19,19,Apiguard_Api,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,,,,,,,,,,,,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,Apiguard_Api,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,,,,,,,,,,,,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L75,21,Apiguard_Api,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,,,,,,,,,,,,QS-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D21,22,Apivar,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,,,,,,,,,,,,QS-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D22,23,AEC,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,2.5,,,,,,,,,,,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D23,24,AEC,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,3,,,,,,,,,,,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C12,25,Apiguard_Api,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,3,,,,,,,,,,,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D24,26,Apiguard_Api,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,2.5,,,,,,,,,,,QS-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D12,27,AEC,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,,,,,,,,,,,,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D33,28,AEC,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,2,,,,,,,,,,,QS-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D27,29,Apiguard_Api,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,,,,,,,,,,,,QS-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D28,30,Apiguard_Api,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,,,,,,,,,,,,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D30,31,AEC,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,,,,,,,,,,,,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C33,32,Apivar,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,2.5,,,,,,,,,,,QS-P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC15,34,Apivar,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,,,,,,,,,,,,QS-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N42,35,AEC,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,,,,,,,,,,,,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D26,36,AEC,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,,,,,,,,,,,,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L76,37,Apivar,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,,,,,,,,,,,,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,38,Apivar,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,,,,,,,,,,,,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L79,40,AEC,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,,,,,,,,,,,,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,41,AEC,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,,,,,,,,,,,,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1,42,Apiguard_Api,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,,,,,,,,,,,,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,43,Apivar,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,,,,,,,,,,,,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2,45,AEC,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,,,,,,,,,,,,QS-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N51,46,AEC,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,,,,,,,,,,,,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C15,47,Apivar,20,27-Oct,Check Q status and (BIP-style) roughly estimate the colony size in FoB,,,,2.5,,,,,,,,,,,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D8,9,Apivar,21,27-Oct,Install queen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,,21,27-Oct,Feed 1.5 gals heavy syrup,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,1,Apiguard_Api,22,4-Nov,full assessment plus Falcon tube of bees,,2,,,,,,,,,,,,9:20,QR,,3,,,,,,,,,,,6,0,6,,,300,2.0,,,,,,,10,,,,,,,,,,,,,,,,5.4,1.25,0,12.575,0.275,1.25,2.2,15.0,19.0,,,6561.00,0.00,12.58,0.28,4180.00,131.22,,209.00,340.22,,,,,,,,,,,
D20,2,Apivar,22,4-Nov,full assessment plus Falcon tube of bees,,1,,,,,,,,,,,,9:28,QS-B,,1.5,,Bad pattern,,,,,,,,,30,0,30,,,300,10.0,,,,,,,58,,,,,,,,,,,,,,,,2.55,0.9,0,8.25,0.55,0.9,1.6,10.4,23.6,,,3098.25,0.00,8.25,0.55,3009.60,309.83,,872.78,1182.61,,,,,,,,,,,
D15,3,AEC,22,4-Nov,full assessment plus Falcon tube of bees,,3,,,,,,,,,,,,9:33,VS,,2.5,,,,,,,,,,,26,0,26,,,300,8.7,,,,,,,21,,,,,,,,,,,,,,,,10.825,1.725,0,12.1,0.55,1.725,3.0,15.7,18.3,,,13152.38,0.00,12.10,0.55,5768.40,1139.87,,605.68,1745.55,,,,,,,,,,,
D16,4,AEC,22,4-Nov,full assessment plus Falcon tube of bees,,3,,,,,,,,,,,,9:40,QS-B,,2.75,,,,,,,,,,,6,0,6,,,300,2.0,,,,,,,6,,,,,,,,,,,,,,,,10.9,2.075,0,12.6,0.8,2.075,3.6,17.0,17.0,,,13243.50,0.00,12.60,0.80,6938.80,264.87,,208.16,473.03,,,,,,,,,,,
D5,5,Apivar,22,4-Nov,full assessment plus Falcon tube of bees,,1,,,,,,,,,,,,9:45,QS-B,,1.75,,Some insect is getting into the pollen,,,,,,,,,7,0,7,,,300,2.3,,,,,,,12,,,,,,,,,,,,,,,,2.45,0.8,0,6.35,0.75,0.8,1.4,8.5,25.5,,,2976.75,0.00,6.35,0.75,2675.20,69.46,,160.51,229.97,,,,,,,,,,,
D6,6,Apiguard_Api,22,4-Nov,full assessment plus Falcon tube of bees,,2,,,,,,,,,,,,9:52,QS-B,,3,,,,,,,,,,,5,0,5,,,300,1.7,,,,,,,42,,,,,,,,,,,,,,,,7.9,0.75,0.025,9.65,1.175,0.725,1.3,12.1,21.9,,,9598.50,53.90,9.65,1.18,2424.40,159.98,,509.12,669.10,,,,,,,,,,,
9,7,Apivar,22,4-Nov,full assessment plus Falcon tube of bees,,1,,,,,,,,,,,,9:58,QR,,3,,,,,,,,,,,6,0,6,,,300,2.0,,,,,,,5,,,,,,,,,,,,,,,,9.375,1.325,0,13.5,1.175,1.325,2.3,17.0,17.0,,,11390.63,0.00,13.50,1.18,4430.80,227.81,,110.77,338.58,,,,,,,,,,,
D7,8,Apivar,22,4-Nov,full assessment plus Falcon tube of bees,,1,,,,,,,,,,,,11:08,QS-B,,2.5,,,,,,,,,,,10,0,10,,,300,3.3,,,,,,,7,,,,,,,,,,,,,,,,3.275,2.225,0,3.05,2.6,2.225,3.9,9.5,24.5,,,3979.13,0.00,3.05,2.60,7440.40,132.64,,260.41,393.05,,,,,,,,,,,
D8,9,Apivar,22,4-Nov,full assessment plus Falcon tube of bees,,1,,,,,,,,,,,,11:14,QS-B,,1.5,,3/4 gallon still in feeder. Only 1 frame has brood worth exhuming,,,,,,,,,44,0,44,,,300,14.7,,,,,,,21,,,,,,,,,,,,,,,,3.325,0.4,0,13.225,2.05,0.4,0.7,16.0,18.0,,,4039.88,0.00,13.23,2.05,1337.60,592.52,,140.45,732.96,,,,,,,,,,,
RC1,10,Apivar,22,4-Nov,full assessment plus Falcon tube of bees,,1,,,,,,,,,,,,11:20,QS-B,,3,,2 supersedure cells seen,,,,,,,,,8,0,8,,,300,2.7,,,,,,,6,,,,,,,,,,,,,,,,4.475,1.7,0,3.9,0.8,1.7,3.0,7.7,26.3,,,5437.13,0.00,3.90,0.80,5684.80,144.99,,170.54,315.53,,,,,,,,,,,
D11,11,Apivar,22,4-Nov,full assessment plus Falcon tube of bees,,1,,,,,,,,,,,,11:25,QS-B,,2,,,,,,,,,,,12,0,12,,,300,4.0,,,,,,,12,,,,,,,,,,,,,,,,3.375,1.3,0,8.825,1,1.3,2.3,12.1,21.9,,,4100.63,0.00,8.83,1.00,4347.20,164.03,,260.83,424.86,,,,,,,,,,,
D25,12,Apivar,22,4-Nov,full assessment plus Falcon tube of bees,,1,,,,,,,,,,,,11:31,QS-B,,2.5,,,,,,,,,,,13,0,13,,,300,4.3,,,,,,,15,,,,,,,,,,,,,,,,5.6,1.65,0,8.875,0.95,1.65,2.9,12.7,21.3,,,6804.00,0.00,8.88,0.95,5517.60,294.84,,413.82,708.66,,,,,,,,,,,
D13,13,Apiguard_Api,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,3037.50,,,,,,,,,,,,,,,,,,,
N5,14,AEC,22,4-Nov,full assessment plus Falcon tube of bees,,3,,,,,,,,,,,,11:36,QS-P,,3,,"Small queen, no eggs seen",,,,,,,,,29,1,30,,,300,10.0,,,,,,,8,,,,,,,,,,,,,,,,5.775,1.1,0,9.25,0.5,1.1,1.9,11.7,22.3,,,7016.63,0.00,9.25,0.50,3678.40,701.66,,147.14,848.80,,,,,,,,,,,
N68,15,AEC,22,4-Nov,full assessment plus Falcon tube of bees,,3,,,,,,,,,,,,11:42,QR,,3.5,,,,,,,,,,,12,0,12,,,300,4.0,,,,,,,9,,,,,,,,,,,,,,,,9,2.1,0,12.625,1.15,2.1,3.7,17.5,16.6,,,10935.00,0.00,12.63,1.15,7022.40,437.40,,316.01,753.41,,,,,,,,,,,
D3,16,Apiguard_Api,22,4-Nov,full assessment plus Falcon tube of bees,,2,,,,,,,,,,,,10:05,QR,,3,,,,,,,,,,,10,0,10,,,300,3.3,,,,,,,12,,,,,,,,,,,,,,,,3.8,1.275,0,8.55,0.05,1.275,2.2,10.8,23.2,,,4617.00,0.00,8.55,0.05,4263.60,153.90,,255.82,409.72,,,,,,,,,,,
2,17,Apiguard_Api,22,4-Nov,full assessment plus Falcon tube of bees,,2,,,,,,,,,,,,10:10,QR,,3,,,,,,,,,,,0,NA,0,,,300,0.0,,,,,,,4,,,,,,,,,,,,,,,,8.075,2.125,0,15.5,0.875,2.125,3.7,20.1,13.9,,,9811.13,0.00,15.50,0.88,7106.00,0.00,,142.12,142.12,,,,,,,,,,,
D17,18,Apiguard_Api,22,4-Nov,full assessment plus Falcon tube of bees,,2,,,,,,,,,,,,10:17,QR,,3,,,,,,,,,,,1,NA,1,,,300,0.3,,,,,,,3,,,,,,,,,,,,,,,,8.8,1.525,0,13.25,0.275,1.525,2.7,16.2,17.8,,,10692.00,0.00,13.25,0.28,5099.60,35.64,,76.49,112.13,,,,,,,,,,,
D19,19,Apiguard_Api,22,4-Nov,full assessment plus Falcon tube of bees,,2,,,,,,,,,,,,10:23,QS-B,,2.75,,,,,,,,,,,5,0,5,,,300,1.7,,,,,,,18,,,,,,,,,,,,,,,,5.475,1.425,0,10.65,0.05,1.425,2.5,13.2,20.8,,,6652.13,0.00,10.65,0.05,4765.20,110.87,,428.87,539.74,,,,,,,,,,,
8,20,Apiguard_Api,22,4-Nov,full assessment plus Falcon tube of bees,,2,,,,,,,,,,,,10:28,QS-B,,3,,,,,,,,,,,24,0,24,,,300,8.0,,,,,,,20,,,,,,,,,,,,,,,,8.175,1.25,0,8.8,0.05,1.25,2.2,11.0,23.0,,,9932.63,0.00,8.80,0.05,4180.00,794.61,,418.00,1212.61,,,,,,,,,,,
L75,21,Apiguard_Api,22,4-Nov,full assessment plus Falcon tube of bees,,2,,,,,,,,,,,,10:36,QS-B,,2.5,,,,,,,,,,,4,0,4,,,300,1.3,,,,,,,32,,,,,,,,,,,,,,,,4.4,0.6,0,12.175,0.175,0.6,1.1,13.4,20.6,,,5346.00,0.00,12.18,0.18,2006.40,71.28,,321.02,392.30,,,,,,,,,,,
D21,22,Apivar,22,4-Nov,full assessment plus Falcon tube of bees,,1,,,,,,,,,,,,10:45,QS-B,,2.5,,Mite on bee,,,,,,,,,15,0,15,,,300,5.0,,,,,,,20,,,,,,,,,,,,,,,,8.35,2.9,0,12.45,1.625,2.9,5.1,19.2,14.9,,,10145.25,0.00,12.45,1.63,9697.60,507.26,,969.76,1477.02,,,,,,,,,,,
D22,23,AEC,22,4-Nov,full assessment plus Falcon tube of bees,,3,,,,,,,,,,,,10:59,QS-P,,2.5,,Chilled brood in bottom box,,,,,,,,,5,NA,5,,,300,1.7,,,,,,,10,,,,,,,,,,,,,,,,3.775,1.425,0,5.775,0.475,1.425,2.5,8.7,25.3,,,4586.63,0.00,5.78,0.48,4765.20,76.44,,238.26,314.70,,,,,,,,,,,
D23,24,AEC,22,4-Nov,full assessment plus Falcon tube of bees,,3,,,,,,,,,,,,12:20,QS-B,,3,,3/4 gallon still in feeder,,,,,,,,,11,0,11,,,300,3.7,,,,,,,15,,,,,,,,,,,,,,,,2.975,0.875,0,7.7,1.15,0.875,1.5,10.4,23.6,,,3614.63,0.00,7.70,1.15,2926.00,132.54,,219.45,351.99,,,,,,,,,,,
C12,25,Apiguard_Api,22,4-Nov,full assessment plus Falcon tube of bees,,2,,,,,,,,,,,,12:26,QR,,2.5,,,,,,,,,,,4,NA,4,,,300,1.3,,,,,,,12,,,,,,,,,,,,,,,,4.025,1.5,0,4.4,0.175,1.5,2.6,7.2,26.8,,,4890.38,0.00,4.40,0.18,5016.00,65.21,,300.96,366.17,,,,,,,,,,,
D24,26,Apiguard_Api,22,4-Nov,full assessment plus Falcon tube of bees,,2,,,,,,,,,,,,12:32,QR,,2.5,,,,,,,,,,,2,NA,2,,,300,0.7,,,,,,,8,,,,,,,,,,,,,,,,4.3,0.975,0,9.35,0.15,0.975,1.7,11.2,22.8,,,5224.50,0.00,9.35,0.15,3260.40,34.83,,130.42,165.25,,,,,,,,,,,
D12,27,AEC,22,4-Nov,full assessment plus Falcon tube of bees,,3,,,,,,,,,,,,12:36,QNS,,3,,Larvae but no eggs seen,,,,,,,,,10,0,10,,,300,3.3,,,,,,,7,,,,,,,,,,,,,,,,5.6,1.75,0,10.525,1.075,1.75,3.1,14.7,19.3,,,6804.00,0.00,10.53,1.08,5852.00,226.80,,204.82,431.62,,,,,,,,,,,
